SNo,ObservationDate,State,Country,Last Update
1048,2/8/2020,"Madison, WI",US,2020-02-05T21:53:02
1049,2/8/2020,"Orange, CA",US,2020-02-01T19:53:03
1050,2/8/2020,"Seattle, WA",US,2020-02-01T19:43:03
1051,2/8/2020,"Tempe, AZ",US,2020-02-01T19:43:03
1052,2/9/2020,Hubei,Mainland China,2020-02-09T23:33:02
1053,2/9/2020,Guangdong,Mainland China,2020-02-09T15:03:05
1054,2/9/2020,Zhejiang,Mainland China,2020-02-09T12:03:04
1055,2/9/2020,Henan,Mainland China,2020-02-09T11:23:08
1056,2/9/2020,Hunan,Mainland China,2020-02-09T12:33:01
1057,2/9/2020,Anhui,Mainland China,2020-02-09T09:33:02
1058,2/9/2020,Jiangxi,Mainland China,2020-02-09T11:33:12
1059,2/9/2020,Chongqing,Mainland China,2020-02-09T23:53:02
1060,2/9/2020,Jiangsu,Mainland China,2020-02-09T10:23:11
1061,2/9/2020,Shandong,Mainland China,2020-02-09T15:03:05
1062,2/9/2020,Sichuan,Mainland China,2020-02-09T12:43:01
1063,2/9/2020,Beijing,Mainland China,2020-02-09T03:43:02
1064,2/9/2020,Heilongjiang,Mainland China,2020-02-09T08:43:05
1065,2/9/2020,Shanghai,Mainland China,2020-02-09T06:33:01
1066,2/9/2020,Fujian,Mainland China,2020-02-09T09:13:11
1067,2/9/2020,Shaanxi,Mainland China,2020-02-09T03:03:09
1068,2/9/2020,Hebei,Mainland China,2020-02-09T12:43:01
1069,2/9/2020,Guangxi,Mainland China,2020-02-09T00:33:07
1070,2/9/2020,Yunnan,Mainland China,2020-02-09T08:53:02
1071,2/9/2020,Hainan,Mainland China,2020-02-09T13:33:02
1072,2/9/2020,Shanxi,Mainland China,2020-02-09T23:43:02
1073,2/9/2020,Liaoning,Mainland China,2020-02-09T12:23:03
1074,2/9/2020,Guizhou,Mainland China,2020-02-09T09:53:02
1075,2/9/2020,Tianjin,Mainland China,2020-02-09T23:43:02
1076,2/9/2020,Gansu,Mainland China,2020-02-09T23:33:02
1077,2/9/2020,Jilin,Mainland China,2020-02-09T09:03:04
1078,2/9/2020,Diamond Princess cruise ship,Others,2020-02-09T06:13:11
1079,2/9/2020,Inner Mongolia,Mainland China,2020-02-09T02:23:07
1080,2/9/2020,Ningxia,Mainland China,2020-02-09T02:03:11
1081,2/9/2020,Xinjiang,Mainland China,2020-02-09T01:23:08
1082,2/9/2020,,Singapore,2020-02-09T02:43:02
1083,2/9/2020,,Thailand,2020-02-08T12:53:01
1084,2/9/2020,Hong Kong,Hong Kong,2020-02-09T09:53:02
1085,2/9/2020,,Japan,2020-02-09T06:13:11
1086,2/9/2020,,South Korea,2020-02-09T02:33:02
1087,2/9/2020,Qinghai,Mainland China,2020-02-06T02:13:15
1088,2/9/2020,Taiwan,Taiwan,2020-02-09T09:13:11
1089,2/9/2020,,Malaysia,2020-02-08T10:23:04
1090,2/9/2020,,Germany,2020-02-09T06:13:11
1091,2/9/2020,,Vietnam,2020-02-08T07:23:04
1092,2/9/2020,,France,2020-02-08T09:53:01
1093,2/9/2020,Macau,Macau,2020-02-06T14:23:04
1094,2/9/2020,,United Arab Emirates,2020-02-08T07:03:16
1095,2/9/2020,Queensland,Australia,2020-02-09T19:33:02
1096,2/9/2020,New South Wales,Australia,2020-02-06T03:13:22
1097,2/9/2020,Victoria,Australia,2020-02-01T18:12:49
1098,2/9/2020,British Columbia,Canada,2020-02-07T05:43:03
1099,2/9/2020,,India,2020-02-03T21:43:02
1100,2/9/2020,,Italy,2020-02-07T17:53:02
1101,2/9/2020,,Philippines,2020-02-07T16:43:04
1102,2/9/2020,,UK,2020-02-07T18:33:02
1103,2/9/2020,South Australia,Australia,2020-02-02T22:33:07
1104,2/9/2020,"Toronto, ON",Canada,2020-02-04T00:13:06
1105,2/9/2020,,Russia,2020-01-31T16:13:45
1106,2/9/2020,,Spain,2020-02-09T20:33:03
1107,2/9/2020,"Chicago, IL",US,2020-02-09T19:03:03
1108,2/9/2020,"San Benito, CA",US,2020-02-03T03:53:02
1109,2/9/2020,"Santa Clara, CA",US,2020-02-03T00:43:02
1110,2/9/2020,,Belgium,2020-02-04T15:43:02
1111,2/9/2020,,Cambodia,2020-01-31T08:15:53
1112,2/9/2020,"London, ON",Canada,2020-02-04T00:03:11
1113,2/9/2020,,Finland,2020-01-31T08:15:53
1114,2/9/2020,Tibet,Mainland China,2020-02-01T01:52:40
1115,2/9/2020,,Nepal,2020-01-31T08:15:53
1116,2/9/2020,,Sri Lanka,2020-02-08T03:43:03
1117,2/9/2020,,Sweden,2020-02-01T02:13:26
1118,2/9/2020,"Boston, MA",US,2020-02-01T19:43:03
1119,2/9/2020,"Los Angeles, CA",US,2020-02-01T19:53:03
1120,2/9/2020,"Madison, WI",US,2020-02-05T21:53:02
1121,2/9/2020,"Orange, CA",US,2020-02-01T19:53:03
1122,2/9/2020,"Seattle, WA",US,2020-02-09T07:03:04
1123,2/9/2020,"Tempe, AZ",US,2020-02-01T19:43:03
1124,2/10/2020,Hubei,Mainland China,2020-02-10T23:33:02
1125,2/10/2020,Guangdong,Mainland China,2020-02-10T13:43:02
1126,2/10/2020,Zhejiang,Mainland China,2020-02-10T14:13:12
1127,2/10/2020,Henan,Mainland China,2020-02-10T13:53:02
1128,2/10/2020,Hunan,Mainland China,2020-02-10T13:53:02
1129,2/10/2020,Anhui,Mainland China,2020-02-10T07:23:04
1130,2/10/2020,Jiangxi,Mainland China,2020-02-10T13:53:02
1131,2/10/2020,Jiangsu,Mainland China,2020-02-10T14:03:05
1132,2/10/2020,Chongqing,Mainland China,2020-02-10T23:43:02
1133,2/10/2020,Shandong,Mainland China,2020-02-10T09:33:02
1134,2/10/2020,Sichuan,Mainland China,2020-02-10T10:03:02
1135,2/10/2020,Beijing,Mainland China,2020-02-10T03:13:08
1136,2/10/2020,Heilongjiang,Mainland China,2020-02-10T07:33:05
1137,2/10/2020,Shanghai,Mainland China,2020-02-10T06:03:13
1138,2/10/2020,Fujian,Mainland China,2020-02-10T14:03:05
1139,2/10/2020,Hebei,Mainland China,2020-02-10T10:03:02
1140,2/10/2020,Shaanxi,Mainland China,2020-02-10T13:23:06
1141,2/10/2020,Guangxi,Mainland China,2020-02-10T14:03:05
1142,2/10/2020,Yunnan,Mainland China,2020-02-10T09:43:02
1143,2/10/2020,Hainan,Mainland China,2020-02-10T09:33:02
1144,2/10/2020,Diamond Princess cruise ship,Others,2020-02-10T16:03:12
1145,2/10/2020,Shanxi,Mainland China,2020-02-09T23:43:02
1146,2/10/2020,Guizhou,Mainland China,2020-02-10T12:33:02
1147,2/10/2020,Liaoning,Mainland China,2020-02-10T14:03:05
1148,2/10/2020,Tianjin,Mainland China,2020-02-10T14:23:08
1149,2/10/2020,Gansu,Mainland China,2020-02-10T07:23:04
1150,2/10/2020,Jilin,Mainland China,2020-02-10T14:03:05
1151,2/10/2020,Inner Mongolia,Mainland China,2020-02-10T02:43:05
1152,2/10/2020,Ningxia,Mainland China,2020-02-10T01:43:02
1153,2/10/2020,Xinjiang,Mainland China,2020-02-10T01:13:06
1154,2/10/2020,,Singapore,2020-02-10T19:03:02
1155,2/10/2020,Hong Kong,Hong Kong,2020-02-10T10:13:06
1156,2/10/2020,,Thailand,2020-02-08T12:53:01
1157,2/10/2020,,South Korea,2020-02-10T03:03:09
1158,2/10/2020,,Japan,2020-02-10T21:33:02
1159,2/10/2020,Qinghai,Mainland China,2020-02-06T02:13:15
1160,2/10/2020,,Malaysia,2020-02-10T03:03:09
1161,2/10/2020,Taiwan,Taiwan,2020-02-09T09:13:11
1162,2/10/2020,,Germany,2020-02-09T06:13:11
1163,2/10/2020,,Vietnam,2020-02-10T03:03:09
1164,2/10/2020,,France,2020-02-08T09:53:01
1165,2/10/2020,Macau,Macau,2020-02-06T14:23:04
1166,2/10/2020,,UK,2020-02-10T19:03:02
1167,2/10/2020,,United Arab Emirates,2020-02-10T23:03:09
1168,2/10/2020,Queensland,Australia,2020-02-09T19:33:02
1169,2/10/2020,New South Wales,Australia,2020-02-06T03:13:22
1170,2/10/2020,Victoria,Australia,2020-02-01T18:12:49
1171,2/10/2020,British Columbia,Canada,2020-02-07T05:43:03
1172,2/10/2020,,India,2020-02-03T21:43:02
1173,2/10/2020,,Italy,2020-02-07T17:53:02
1174,2/10/2020,,Philippines,2020-02-07T16:43:04
1175,2/10/2020,South Australia,Australia,2020-02-02T22:33:07
1176,2/10/2020,"Toronto, ON",Canada,2020-02-04T00:13:06
1177,2/10/2020,,Russia,2020-01-31T16:13:45
1178,2/10/2020,,Spain,2020-02-09T20:33:03
1179,2/10/2020,"Chicago, IL",US,2020-02-09T19:03:03
1180,2/10/2020,"San Benito, CA",US,2020-02-03T03:53:02
1181,2/10/2020,"Santa Clara, CA",US,2020-02-03T00:43:02
1182,2/10/2020,,Belgium,2020-02-04T15:43:02
1183,2/10/2020,,Cambodia,2020-01-31T08:15:53
1184,2/10/2020,"London, ON",Canada,2020-02-04T00:03:11
1185,2/10/2020,,Finland,2020-01-31T08:15:53
1186,2/10/2020,Tibet,Mainland China,2020-02-01T01:52:40
1187,2/10/2020,,Nepal,2020-01-31T08:15:53
1188,2/10/2020,,Sri Lanka,2020-02-08T03:43:03
1189,2/10/2020,,Sweden,2020-02-01T02:13:26
1190,2/10/2020,"Boston, MA",US,2020-02-01T19:43:03
1191,2/10/2020,"Los Angeles, CA",US,2020-02-01T19:53:03
1192,2/10/2020,"Madison, WI",US,2020-02-05T21:53:02
1193,2/10/2020,"Orange, CA",US,2020-02-01T19:53:03
1194,2/10/2020,"Seattle, WA",US,2020-02-09T07:03:04
1195,2/10/2020,"Tempe, AZ",US,2020-02-01T19:43:03
1196,2/11/2020,Hubei,Mainland China,2020-02-11T23:33:02
1197,2/11/2020,Guangdong,Mainland China,2020-02-11T14:03:05
1198,2/11/2020,Zhejiang,Mainland China,2020-02-11T12:53:02
1199,2/11/2020,Henan,Mainland China,2020-02-11T14:03:05
1200,2/11/2020,Hunan,Mainland China,2020-02-11T12:53:02
1201,2/11/2020,Anhui,Mainland China,2020-02-11T09:43:02
1202,2/11/2020,Jiangxi,Mainland China,2020-02-11T14:03:05
1203,2/11/2020,Jiangsu,Mainland China,2020-02-11T08:13:06
1204,2/11/2020,Chongqing,Mainland China,2020-02-11T23:53:02
1205,2/11/2020,Shandong,Mainland China,2020-02-11T11:23:04
1206,2/11/2020,Sichuan,Mainland China,2020-02-11T11:23:04
1207,2/11/2020,Heilongjiang,Mainland China,2020-02-11T11:23:04
1208,2/11/2020,Beijing,Mainland China,2020-02-11T03:03:07
1209,2/11/2020,Shanghai,Mainland China,2020-02-11T06:23:02
1210,2/11/2020,Fujian,Mainland China,2020-02-11T14:03:05
1211,2/11/2020,Hebei,Mainland China,2020-02-11T11:23:04
1212,2/11/2020,Shaanxi,Mainland China,2020-02-11T06:03:16
1213,2/11/2020,Guangxi,Mainland China,2020-02-11T11:23:04
1214,2/11/2020,Yunnan,Mainland China,2020-02-11T09:23:04
1215,2/11/2020,Hainan,Mainland China,2020-02-11T14:33:02
1216,2/11/2020,Diamond Princess cruise ship,Others,2020-02-10T16:03:12
1217,2/11/2020,Guizhou,Mainland China,2020-02-11T14:03:05
1218,2/11/2020,Shanxi,Mainland China,2020-02-11T23:33:02
1219,2/11/2020,Liaoning,Mainland China,2020-02-11T12:53:02
1220,2/11/2020,Tianjin,Mainland China,2020-02-11T23:13:05
1221,2/11/2020,Gansu,Mainland China,2020-02-11T15:23:04
1222,2/11/2020,Jilin,Mainland China,2020-02-11T08:03:06
1223,2/11/2020,Inner Mongolia,Mainland China,2020-02-10T02:43:05
1224,2/11/2020,Xinjiang,Mainland China,2020-02-11T09:13:11
1225,2/11/2020,Ningxia,Mainland China,2020-02-11T10:03:08
1226,2/11/2020,Hong Kong,Hong Kong,2020-02-11T09:43:02
1227,2/11/2020,,Singapore,2020-02-11T16:43:06
1228,2/11/2020,,Thailand,2020-02-11T18:43:04
1229,2/11/2020,,South Korea,2020-02-11T02:53:02
1230,2/11/2020,,Japan,2020-02-11T02:53:02
1231,2/11/2020,Qinghai,Mainland China,2020-02-11T11:23:04
1232,2/11/2020,,Malaysia,2020-02-11T03:13:13
1233,2/11/2020,Taiwan,Taiwan,2020-02-09T09:13:11
1234,2/11/2020,,Germany,2020-02-11T19:33:03
1235,2/11/2020,,Vietnam,2020-02-11T16:43:06
1236,2/11/2020,,France,2020-02-08T09:53:01
1237,2/11/2020,Macau,Macau,2020-02-06T14:23:04
1238,2/11/2020,,UK,2020-02-10T19:03:02
1239,2/11/2020,,United Arab Emirates,2020-02-10T23:03:09
1240,2/11/2020,Queensland,Australia,2020-02-09T19:33:02
1241,2/11/2020,New South Wales,Australia,2020-02-06T03:13:22
1242,2/11/2020,Victoria,Australia,2020-02-01T18:12:49
1243,2/11/2020,British Columbia,Canada,2020-02-07T05:43:03
1244,2/11/2020,,India,2020-02-03T21:43:02
1245,2/11/2020,,Italy,2020-02-07T17:53:02
1246,2/11/2020,,Philippines,2020-02-07T16:43:04
1247,2/11/2020,South Australia,Australia,2020-02-02T22:33:07
1248,2/11/2020,"Toronto, ON",Canada,2020-02-04T00:13:06
1249,2/11/2020,,Russia,2020-01-31T16:13:45
1250,2/11/2020,,Spain,2020-02-09T20:33:03
1251,2/11/2020,"Chicago, IL",US,2020-02-09T19:03:03
1252,2/11/2020,"San Benito, CA",US,2020-02-03T03:53:02
1253,2/11/2020,"Santa Clara, CA",US,2020-02-03T00:43:02
1254,2/11/2020,,Belgium,2020-02-04T15:43:02
1255,2/11/2020,,Cambodia,2020-01-31T08:15:53
1256,2/11/2020,"London, ON",Canada,2020-02-04T00:03:11
1257,2/11/2020,,Finland,2020-01-31T08:15:53
1258,2/11/2020,Tibet,Mainland China,2020-02-01T01:52:40
1259,2/11/2020,,Nepal,2020-01-31T08:15:53
1260,2/11/2020,,Sri Lanka,2020-02-08T03:43:03
1261,2/11/2020,,Sweden,2020-02-01T02:13:26
1262,2/11/2020,"Boston, MA",US,2020-02-01T19:43:03
1263,2/11/2020,"Los Angeles, CA",US,2020-02-01T19:53:03
1264,2/11/2020,"Madison, WI",US,2020-02-05T21:53:02
1265,2/11/2020,"Orange, CA",US,2020-02-01T19:53:03
1266,2/11/2020,"San Diego County, CA",US,2020-02-11T01:23:05
1267,2/11/2020,"Seattle, WA",US,2020-02-09T07:03:04
1268,2/11/2020,"Tempe, AZ",US,2020-02-01T19:43:03
1269,2/12/2020,Hubei,Mainland China,2020-02-12T14:13:08
1270,2/12/2020,Guangdong,Mainland China,2020-02-12T12:23:09
1271,2/12/2020,Henan,Mainland China,2020-02-12T14:13:08
1272,2/12/2020,Zhejiang,Mainland China,2020-02-12T10:13:20
1273,2/12/2020,Hunan,Mainland China,2020-02-12T12:43:03
1274,2/12/2020,Anhui,Mainland China,2020-02-12T10:13:20
1275,2/12/2020,Jiangxi,Mainland China,2020-02-12T01:23:06
1276,2/12/2020,Jiangsu,Mainland China,2020-02-12T14:13:08
1277,2/12/2020,Chongqing,Mainland China,2020-02-12T23:13:08
1278,2/12/2020,Shandong,Mainland China,2020-02-12T11:13:05
1279,2/12/2020,Sichuan,Mainland China,2020-02-12T12:43:03
1280,2/12/2020,Heilongjiang,Mainland China,2020-02-12T14:13:08
1281,2/12/2020,Beijing,Mainland China,2020-02-12T02:43:03
1282,2/12/2020,Shanghai,Mainland China,2020-02-12T06:23:08
1283,2/12/2020,Fujian,Mainland China,2020-02-12T11:53:02
1284,2/12/2020,Hebei,Mainland China,2020-02-12T11:13:05
1285,2/12/2020,Shaanxi,Mainland China,2020-02-12T11:13:05
1286,2/12/2020,Guangxi,Mainland China,2020-02-12T15:03:05
1287,2/12/2020,Diamond Princess cruise ship,Others,2020-02-12T04:23:38
1288,2/12/2020,Hainan,Mainland China,2020-02-12T17:03:03
1289,2/12/2020,Yunnan,Mainland China,2020-02-12T14:13:08
1290,2/12/2020,Guizhou,Mainland China,2020-02-12T09:43:02
1291,2/12/2020,Shanxi,Mainland China,2020-02-12T23:03:02
1292,2/12/2020,Liaoning,Mainland China,2020-02-12T13:33:02
1293,2/12/2020,Tianjin,Mainland China,2020-02-12T15:03:05
1294,2/12/2020,Gansu,Mainland China,2020-02-12T23:23:01
1295,2/12/2020,Jilin,Mainland China,2020-02-12T14:13:08
1296,2/12/2020,Inner Mongolia,Mainland China,2020-02-12T11:13:05
1297,2/12/2020,Xinjiang,Mainland China,2020-02-12T01:43:02
1298,2/12/2020,Ningxia,Mainland China,2020-02-12T11:13:05
1299,2/12/2020,Hong Kong,Hong Kong,2020-02-12T09:53:02
1300,2/12/2020,,Singapore,2020-02-12T19:53:02
1301,2/12/2020,,Thailand,2020-02-11T18:43:04
1302,2/12/2020,,Japan,2020-02-12T02:43:03
1303,2/12/2020,,South Korea,2020-02-12T14:43:03
1304,2/12/2020,Qinghai,Mainland China,2020-02-12T08:03:06
1305,2/12/2020,,Malaysia,2020-02-11T03:13:13
1306,2/12/2020,Taiwan,Taiwan,2020-02-09T09:13:11
1307,2/12/2020,,Germany,2020-02-11T19:33:03
1308,2/12/2020,,Vietnam,2020-02-11T16:43:06
1309,2/12/2020,,France,2020-02-12T18:53:02
1310,2/12/2020,Macau,Macau,2020-02-12T09:53:02
1311,2/12/2020,,UK,2020-02-12T19:03:06
1312,2/12/2020,,United Arab Emirates,2020-02-12T00:33:02
1313,2/12/2020,Queensland,Australia,2020-02-09T19:33:02
1314,2/12/2020,New South Wales,Australia,2020-02-06T03:13:22
1315,2/12/2020,Victoria,Australia,2020-02-01T18:12:49
1316,2/12/2020,British Columbia,Canada,2020-02-07T05:43:03
1317,2/12/2020,,India,2020-02-03T21:43:02
1318,2/12/2020,,Italy,2020-02-07T17:53:02
1319,2/12/2020,,Philippines,2020-02-12T07:43:02
1320,2/12/2020,South Australia,Australia,2020-02-02T22:33:07
1321,2/12/2020,"Toronto, ON",Canada,2020-02-04T00:13:06
1322,2/12/2020,,Russia,2020-02-12T14:43:03
1323,2/12/2020,,Spain,2020-02-09T20:33:03
1324,2/12/2020,"Chicago, IL",US,2020-02-09T19:03:03
1325,2/12/2020,"San Benito, CA",US,2020-02-03T03:53:02
1326,2/12/2020,"Santa Clara, CA",US,2020-02-03T00:43:02
1327,2/12/2020,,Belgium,2020-02-04T15:43:02
1328,2/12/2020,,Cambodia,2020-02-12T07:43:02
1329,2/12/2020,"London, ON",Canada,2020-02-12T18:53:03
1330,2/12/2020,,Finland,2020-02-12T00:03:12
1331,2/12/2020,Tibet,Mainland China,2020-02-12T06:43:02
1332,2/12/2020,,Nepal,2020-02-12T14:43:03
1333,2/12/2020,,Sri Lanka,2020-02-08T03:43:03
1334,2/12/2020,,Sweden,2020-02-01T02:13:26
1335,2/12/2020,"Boston, MA",US,2020-02-01T19:43:03
1336,2/12/2020,"Los Angeles, CA",US,2020-02-01T19:53:03
1337,2/12/2020,"Madison, WI",US,2020-02-05T21:53:02
1338,2/12/2020,"Orange, CA",US,2020-02-01T19:53:03
1339,2/12/2020,"San Diego County, CA",US,2020-02-11T01:23:05
1340,2/12/2020,"Seattle, WA",US,2020-02-09T07:03:04
1341,2/12/2020,"Tempe, AZ",US,2020-02-01T19:43:03
1342,2/13/2020,Hubei,Mainland China,2020-02-13T14:13:06
1343,2/13/2020,Guangdong,Mainland China,2020-02-13T13:33:01
1344,2/13/2020,Henan,Mainland China,2020-02-13T14:53:02
1345,2/13/2020,Zhejiang,Mainland China,2020-02-13T14:13:06
1346,2/13/2020,Hunan,Mainland China,2020-02-13T11:53:02
1347,2/13/2020,Anhui,Mainland China,2020-02-13T13:33:01
1348,2/13/2020,Jiangxi,Mainland China,2020-02-13T01:13:08
1349,2/13/2020,Jiangsu,Mainland China,2020-02-13T10:33:23
1350,2/13/2020,Chongqing,Mainland China,2020-02-13T23:23:05
1351,2/13/2020,Shandong,Mainland China,2020-02-13T13:33:01
1352,2/13/2020,Sichuan,Mainland China,2020-02-13T13:33:01
1353,2/13/2020,Heilongjiang,Mainland China,2020-02-13T12:13:06
1354,2/13/2020,Beijing,Mainland China,2020-02-13T14:13:06
1355,2/13/2020,Shanghai,Mainland China,2020-02-13T06:13:15
1356,2/13/2020,Fujian,Mainland China,2020-02-13T10:33:23
1357,2/13/2020,Hebei,Mainland China,2020-02-13T10:33:23
1358,2/13/2020,Shaanxi,Mainland China,2020-02-13T10:33:23
1359,2/13/2020,Guangxi,Mainland China,2020-02-13T00:23:10
1360,2/13/2020,Diamond Princess cruise ship,Others,2020-02-12T04:23:38
1361,2/13/2020,Hainan,Mainland China,2020-02-13T10:43:03
1362,2/13/2020,Yunnan,Mainland China,2020-02-13T08:43:08
1363,2/13/2020,Guizhou,Mainland China,2020-02-13T10:33:23
1364,2/13/2020,Shanxi,Mainland China,2020-02-13T23:23:05
1365,2/13/2020,Tianjin,Mainland China,2020-02-13T23:43:02
1366,2/13/2020,Liaoning,Mainland China,2020-02-13T14:33:02
1367,2/13/2020,Gansu,Mainland China,2020-02-13T15:53:03
1368,2/13/2020,Jilin,Mainland China,2020-02-13T13:33:01
1369,2/13/2020,Ningxia,Mainland China,2020-02-13T01:23:08
1370,2/13/2020,Xinjiang,Mainland China,2020-02-13T10:33:23
1371,2/13/2020,Inner Mongolia,Mainland China,2020-02-13T01:23:08
1372,2/13/2020,,Singapore,2020-02-13T14:33:02
1373,2/13/2020,Hong Kong,Hong Kong,2020-02-13T14:53:02
1374,2/13/2020,,Thailand,2020-02-13T17:53:03
1375,2/13/2020,,Japan,2020-02-13T12:23:05
1376,2/13/2020,,South Korea,2020-02-12T14:43:03
1377,2/13/2020,,Malaysia,2020-02-13T10:53:02
1378,2/13/2020,Qinghai,Mainland China,2020-02-13T08:43:08
1379,2/13/2020,Taiwan,Taiwan,2020-02-09T09:13:11
1380,2/13/2020,,Germany,2020-02-13T15:13:11
1381,2/13/2020,,Vietnam,2020-02-13T06:33:02
1382,2/13/2020,,France,2020-02-12T18:53:02
1383,2/13/2020,Macau,Macau,2020-02-13T14:13:06
1384,2/13/2020,,UK,2020-02-12T19:03:06
1385,2/13/2020,,United Arab Emirates,2020-02-12T00:33:02
1386,2/13/2020,Queensland,Australia,2020-02-09T19:33:02
1387,2/13/2020,New South Wales,Australia,2020-02-13T17:53:03
1388,2/13/2020,Victoria,Australia,2020-02-13T17:53:03
1389,2/13/2020,British Columbia,Canada,2020-02-07T05:43:03
1390,2/13/2020,,India,2020-02-13T18:53:02
1391,2/13/2020,,Italy,2020-02-07T17:53:02
1392,2/13/2020,,Philippines,2020-02-12T07:43:02
1393,2/13/2020,South Australia,Australia,2020-02-02T22:33:07
1394,2/13/2020,"Toronto, ON",Canada,2020-02-04T00:13:06
1395,2/13/2020,,Russia,2020-02-12T14:43:03
1396,2/13/2020,,Spain,2020-02-09T20:33:03
1397,2/13/2020,"Chicago, IL",US,2020-02-09T19:03:03
1398,2/13/2020,"San Benito, CA",US,2020-02-03T03:53:02
1399,2/13/2020,"San Diego County, CA",US,2020-02-13T03:13:08
1400,2/13/2020,"Santa Clara, CA",US,2020-02-03T00:43:02
1401,2/13/2020,,Belgium,2020-02-04T15:43:02
1402,2/13/2020,,Cambodia,2020-02-12T07:43:02
1403,2/13/2020,"London, ON",Canada,2020-02-12T18:53:03
1404,2/13/2020,,Finland,2020-02-12T00:03:12
1405,2/13/2020,Tibet,Mainland China,2020-02-12T06:43:02
1406,2/13/2020,,Nepal,2020-02-12T14:43:03
1407,2/13/2020,,Sri Lanka,2020-02-08T03:43:03
1408,2/13/2020,,Sweden,2020-02-01T02:13:26
1409,2/13/2020,"Boston, MA",US,2020-02-01T19:43:03
1410,2/13/2020,"Los Angeles, CA",US,2020-02-01T19:53:03
1411,2/13/2020,"Madison, WI",US,2020-02-05T21:53:02
1412,2/13/2020,"Orange, CA",US,2020-02-01T19:53:03
1413,2/13/2020,"San Antonio, TX",US,2020-02-13T18:53:02
1414,2/13/2020,"Seattle, WA",US,2020-02-09T07:03:04
1415,2/13/2020,"Tempe, AZ",US,2020-02-01T19:43:03
1416,2/14/2020,Hubei,Mainland China,2020-02-14T23:33:02
1417,2/14/2020,Guangdong,Mainland China,2020-02-14T12:53:02
1418,2/14/2020,Henan,Mainland China,2020-02-14T12:53:02
1419,2/14/2020,Zhejiang,Mainland China,2020-02-14T14:13:15
1420,2/14/2020,Hunan,Mainland China,2020-02-14T09:23:04
1421,2/14/2020,Anhui,Mainland China,2020-02-14T12:53:02
1422,2/14/2020,Jiangxi,Mainland China,2020-02-14T01:13:06
1423,2/14/2020,Jiangsu,Mainland China,2020-02-14T10:03:03
1424,2/14/2020,Chongqing,Mainland China,2020-02-14T23:33:02
1425,2/14/2020,Shandong,Mainland China,2020-02-14T11:13:22
1426,2/14/2020,Sichuan,Mainland China,2020-02-14T11:13:22
1427,2/14/2020,Heilongjiang,Mainland China,2020-02-14T13:23:07
1428,2/14/2020,Beijing,Mainland China,2020-02-14T06:33:02
1429,2/14/2020,Shanghai,Mainland China,2020-02-14T04:13:11
1430,2/14/2020,Hebei,Mainland China,2020-02-14T11:13:22
1431,2/14/2020,Fujian,Mainland China,2020-02-14T11:13:22
1432,2/14/2020,Shaanxi,Mainland China,2020-02-14T12:53:02
1433,2/14/2020,Guangxi,Mainland China,2020-02-14T15:23:02
1434,2/14/2020,Diamond Princess cruise ship,Others,2020-02-14T00:13:23
1435,2/14/2020,Yunnan,Mainland China,2020-02-14T12:53:02
1436,2/14/2020,Hainan,Mainland China,2020-02-14T15:23:02
1437,2/14/2020,Guizhou,Mainland China,2020-02-14T01:53:02
1438,2/14/2020,Shanxi,Mainland China,2020-02-14T23:23:04
1439,2/14/2020,Tianjin,Mainland China,2020-02-14T11:13:22
1440,2/14/2020,Liaoning,Mainland China,2020-02-14T15:23:02
1441,2/14/2020,Gansu,Mainland China,2020-02-13T15:53:03
1442,2/14/2020,Jilin,Mainland China,2020-02-14T00:43:02
1443,2/14/2020,Ningxia,Mainland China,2020-02-14T01:43:02
1444,2/14/2020,,Singapore,2020-02-14T12:43:02
1445,2/14/2020,Inner Mongolia,Mainland China,2020-02-14T02:03:08
1446,2/14/2020,Xinjiang,Mainland China,2020-02-14T01:13:06
1447,2/14/2020,Hong Kong,Hong Kong,2020-02-14T09:03:12
1448,2/14/2020,,Thailand,2020-02-13T17:53:03
1449,2/14/2020,,Japan,2020-02-14T03:53:02
1450,2/14/2020,,South Korea,2020-02-12T14:43:03
1451,2/14/2020,,Malaysia,2020-02-13T10:53:02
1452,2/14/2020,Qinghai,Mainland China,2020-02-13T08:43:08
1453,2/14/2020,Taiwan,Taiwan,2020-02-14T02:13:06
1454,2/14/2020,,Germany,2020-02-13T15:13:11
1455,2/14/2020,,Vietnam,2020-02-13T06:33:02
1456,2/14/2020,,France,2020-02-12T18:53:02
1457,2/14/2020,Macau,Macau,2020-02-13T14:13:06
1458,2/14/2020,,UK,2020-02-12T19:03:06
1459,2/14/2020,,United Arab Emirates,2020-02-12T00:33:02
1460,2/14/2020,Queensland,Australia,2020-02-09T19:33:02
1461,2/14/2020,New South Wales,Australia,2020-02-13T17:53:03
1462,2/14/2020,Victoria,Australia,2020-02-13T17:53:03
1463,2/14/2020,British Columbia,Canada,2020-02-07T05:43:03
1464,2/14/2020,,India,2020-02-13T18:53:02
1465,2/14/2020,,Italy,2020-02-07T17:53:02
1466,2/14/2020,,Philippines,2020-02-12T07:43:02
1467,2/14/2020,South Australia,Australia,2020-02-02T22:33:07
1468,2/14/2020,"Toronto, ON",Canada,2020-02-04T00:13:06
1469,2/14/2020,,Russia,2020-02-12T14:43:03
1470,2/14/2020,,Spain,2020-02-09T20:33:03
1471,2/14/2020,"Chicago, IL",US,2020-02-09T19:03:03
