Id,OwnerUserId,CreationDate,Score,Title
1624,850,2010-08-13T00:48:15Z,3,Based on z-score
1637,199,2010-08-13T09:41:13Z,32,If the t-test and the ANOVA for two groups are equivalent
1645,1356,2010-08-13T12:42:30Z,17,Appropriate normality tests for small samples
1646,183,2010-08-13T12:44:23Z,7,Intraclass correlation and aggregation
1649,364,2010-08-13T13:58:38Z,5,Using mixed effects modelling to estimate and compare variability
1651,NA,2010-08-13T14:28:02Z,5,How to fit a negative binomial distribution in R while incorporating censoring
1660,559,2010-08-13T16:43:45Z,10,What is a test of independence?
1661,NA,2010-08-13T17:21:37Z,2,Which 2-sample univariate t-test to use?
1667,110,2010-08-13T22:29:08Z,4,What books provide an overview of engineering statistics?
1668,110,2010-08-13T22:35:50Z,14,What books provide an overview of computational statistics as it applies to computer science?
1674,511,2010-08-14T01:31:43Z,5,Fisher information and the surface area of the typical set
1676,110,2010-08-14T01:39:23Z,7,I just installed the latest version of R. What packages should I obtain?
1681,511,2010-08-14T07:16:00Z,3,Chernoff-like bound for largest allowed deviation?
1687,937,2010-08-14T14:00:16Z,2,Applied statistics to find the minimum load for power factor floor
1699,862,2010-08-15T03:10:05Z,5,Tangency portfolio in R
1708,952,2010-08-15T14:10:53Z,1,Variation in PCA weights
1709,198,2010-08-15T14:30:23Z,5,How to draw a probable outcome from a distribution?
1713,339,2010-08-15T17:01:49Z,11,Express answers in terms of original units
1719,59,2010-08-15T22:51:09Z,8,Video/Audio online material for getting into Bayesian analysis and logistic-regressions
1729,913,2010-08-16T08:11:26Z,6,Export/format output from pairwise.t.test to LaTeX
1735,962,2010-08-16T11:36:42Z,5,Method to compare variable coefficient in two regression models
1736,172,2010-08-16T12:10:29Z,32,Survival Analysis tools in Python
1737,NA,2010-08-16T13:23:52Z,11,How to find summary statistics for all unique combinations of factors in a data.frame in R?
1749,196,2010-08-16T17:27:28Z,5,How can you approximate the number of trials to success given a particular Pr(Success)?
1753,968,2010-08-16T18:01:43Z,1,Visualizing standard deviation on a Cartesian plot
1757,569,2010-08-16T23:36:20Z,6,Significant Difference between two network graphs
1761,253,2010-08-17T02:52:02Z,27,Statistics/Probability Videos for Beginners
1764,144,2010-08-17T05:22:31Z,25,What are alternatives to broken axes?
1773,977,2010-08-17T09:11:30Z,9,What are correct values for precision and recall in edge cases?
1776,962,2010-08-17T11:23:18Z,-1,Shall I trust AIC (non-full model) or slope (full model)?
1780,114,2010-08-17T13:10:09Z,6,How to start an analysis of keywords from a bibliography and detect correlations?
1781,919,2010-08-17T13:10:29Z,17,Unbiased estimation of covariance matrix for multiply censored data
1787,253,2010-08-17T15:56:39Z,5,Using bootstrap for glm coefficients variance estimation (in R)
1790,979,2010-08-17T16:39:24Z,6,Meaningful deviation measure with strongly varying datapoints
1797,601,2010-08-17T19:15:32Z,12,What would a confidence interval around a predicted value from a mixed effects model mean?
1799,835,2010-08-17T20:00:59Z,7,Recommendations - or best practices - for analyzing non-independent data. Specific example relating to pain perception data provided
1805,561,2010-08-17T23:42:12Z,26,Fishers Exact Test in contingency tables larger than 2x2
1807,850,2010-08-18T01:39:31Z,21,How to perform Students t-test having only sample size
1812,339,2010-08-18T07:36:59Z,6,FA: Choosing Rotation matrix
1813,986,2010-08-18T08:29:52Z,9,Comparing two genetic algorithms
1815,174,2010-08-18T08:54:23Z,41,Recommended books on experiment design?
1818,588,2010-08-18T10:56:21Z,12,How to determine the sample size needed for repeated measurement ANOVA?
1822,283,2010-08-18T11:37:10Z,3,Test for Poolability of Individual Data Series
1826,5,2010-08-18T13:11:19Z,51,Cross-Validation in plain english?
1829,988,2010-08-18T13:30:31Z,30,What algorithm is used in linear regression?
1838,990,2010-08-18T14:55:55Z,9,How do I vertically stack two graphs with the same x scale
1841,990,2010-08-18T15:19:44Z,7,Hypothesis testing that one time-series of a measure of entropy doesnt belong to a population
1844,25,2010-08-18T15:47:15Z,15,What are the pros and cons of using the logrank vs. the Mantel-Haenszel method for computing the Hazard Ratio in survival analysis?
1848,991,2010-08-18T16:43:11Z,8,Bayesian rating system with multiple categories for each rating
1850,559,2010-08-18T17:35:17Z,12,Difference between Cohens d and Hedges g for effect size metrics
1853,795,2010-08-18T18:49:48Z,10,Testing two independent samples for null of same skew?
1856,930,2010-08-18T20:36:59Z,13,Application of machine learning techniques in small sample clinical studies
1860,78,2010-08-18T22:58:05Z,4,Regression specification choices
1862,840,2010-08-19T00:31:44Z,11,How to summarize categorical data?
1863,993,2010-08-19T00:50:20Z,5,Might be an unbalanced within subjects repeated measures?
1865,994,2010-08-19T01:15:27Z,6,What is the expected number of runs of same color in a standard deck of cards?
1866,253,2010-08-19T02:10:15Z,12,How to simulate a custom power analysis of an lm model (using R)
1870,253,2010-08-19T04:35:15Z,4,How to learn how to use a new statistical GUI?
1873,997,2010-08-19T04:50:25Z,2,Based on my data
1874,996,2010-08-19T04:53:32Z,4,Parametric Surface Reconstruction from Contours with Quick Rescaling
1875,997,2010-08-19T05:56:06Z,20,Is my weatherman accurate?
1881,582,2010-08-19T06:42:15Z,9,Analysis of cross correlation between point-processes
1895,1001,2010-08-19T11:33:01Z,3,Determining the variability of a benchmark
1904,5,2010-08-19T13:25:53Z,13,Statistics conferences?
1906,5,2010-08-19T13:37:35Z,7,Data mining conferences?
1912,5,2010-08-19T14:15:28Z,3,Why can scale invariance cause a loss of explanatory power?
1914,1004,2010-08-19T15:13:49Z,5,Choice for priors for exponential spatial covariance
1915,1007,2010-08-19T16:09:23Z,7,Newmans modularity clustering for graphs
1923,511,2010-08-19T17:56:58Z,5,How to compute efficiency?
1927,1011,2010-08-19T19:36:01Z,25,Is there an accepted definition for the median of a sample on the plane
1935,561,2010-08-20T00:10:33Z,8,Whither bootstrapping - can someone provide a simple explanation to get me started?
1942,183,2010-08-20T02:25:32Z,5,Quantitative methods and statistics conferences in psychology?
1944,582,2010-08-20T08:31:16Z,2,What is the name of this normalization?
1955,174,2010-08-20T13:59:34Z,5,Comparing noisy data sequences to estimate the likelihood of them being produced by different instances of an identical Markov process
1961,253,2010-08-20T17:15:43Z,3,Can you use normal correlation for vectors with only 2 (or 3)
1963,919,2010-08-20T18:06:04Z,13,Looking for good introductory treatment of meta-analysis
1964,1025,2010-08-20T18:34:22Z,9,Kernel bandwidth in Kernel density estimation
1966,961,2010-08-20T20:10:24Z,7,Density estimation methods?
1970,168,2010-08-20T21:30:13Z,6,What is a statistical journal with quick turnaround?
1972,1029,2010-08-20T22:12:36Z,5,Family-wise confidence intervals
1980,183,2010-08-21T04:58:11Z,64,Complete substantive examples of reproducible research using R
1995,835,2010-08-22T00:22:33Z,28,Under what conditions should one use multilevel/hierarchical analysis?
1998,835,2010-08-22T00:53:28Z,9,How problematic is it to control for non-independent covariates in an observational (i.e.
